time,x,y,z
10.932,-0.01,-0.00,0.23
10.971,0.00,0.02,0.23
10.972,0.01,0.01,0.24
10.973,0.02,0.04,0.23
10.973,0.02,0.06,0.24
10.975,0.02,0.07,0.22
10.976,-0.02,0.07,0.20
10.977,-0.00,0.07,0.21
10.977,0.00,0.07,0.19
10.978,-0.00,0.05,0.21
10.978,-0.03,0.06,0.20
10.981,-0.02,0.04,0.20
11.018,0.01,0.03,0.18
11.021,0.01,0.00,0.19
11.022,-0.01,0.00,0.17
11.023,-0.01,-0.02,0.17
11.023,0.00,-0.01,0.18
11.024,0.02,-0.02,0.16
11.024,0.01,-0.04,0.16
11.025,0.01,-0.01,0.17
11.026,-0.04,-0.03,0.14
11.026,0.02,-0.02,0.14
11.030,0.02,-0.01,0.14
11.043,-0.02,0.01,0.13
11.044,0.00,-0.00,0.14
11.045,-0.02,0.00,0.12
11.047,-0.03,-0.00,0.13
11.055,-0.00,0.01,0.12
11.057,0.02,0.03,0.11
11.089,0.01,0.01,0.11
11.090,0.00,-0.00,0.11
11.091,-0.01,0.02,0.10
11.092,-0.00,0.00,0.10
11.093,0.02,0.00,0.10
11.094,0.01,-0.01,0.08
11.095,0.02,-0.01,0.08
11.096,0.01,-0.03,0.08
11.097,0.01,-0.02,0.09
11.100,0.01,-0.01,0.08
11.140,0.01,-0.03,0.07
11.143,-0.00,-0.02,0.07
11.144,-0.01,-0.04,0.07
11.145,0.01,-0.02,0.05
11.145,0.01,-0.01,0.07
11.146,0.01,-0.00,0.06
11.146,0.01,-0.03,0.06
11.147,0.02,-0.01,0.05
11.147,0.02,0.01,0.04
11.148,-0.01,-0.01,0.02
11.150,-0.01,0.00,0.03
11.161,0.01,-0.00,0.02
11.162,-0.00,-0.00,0.03
11.163,0.00,0.01,0.02
11.168,-0.00,0.02,0.03
11.204,-0.00,0.02,0.01
11.205,0.01,0.02,0.01
11.206,0.02,0.01,0.01
11.207,-0.02,-0.01,0.00
11.208,0.00,0.01,0.00
11.208,-0.01,0.00,-0.00
11.209,-0.01,-0.00,-0.01
11.210,0.01,-0.00,-0.01
11.210,-0.01,-0.01,-0.01
11.211,-0.00,0.00,-0.03
11.216,-0.01,0.01,-0.02
11.246,-0.01,-0.01,-0.02
11.248,-0.01,0.01,-0.03
11.249,-0.00,0.00,-0.03
11.249,-0.01,0.02,-0.05
11.251,-0.01,-0.00,-0.04
11.251,0.00,0.02,-0.05
11.252,-0.00,0.01,-0.05
11.253,-0.00,0.02,-0.05
11.263,-0.00,0.02,-0.06
11.264,-0.01,0.01,-0.06
11.266,-0.01,0.01,-0.06
11.268,0.01,0.01,-0.07
11.306,0.01,0.00,-0.07
11.307,0.02,0.02,-0.08
11.308,-0.02,0.01,-0.07
11.309,0.02,0.01,-0.08
11.310,-0.01,0.01,-0.08
11.311,0.01,0.01,-0.08
11.311,-0.02,0.02,-0.08
11.312,-0.01,0.00,-0.07
11.313,0.01,0.01,-0.08
11.314,0.01,0.00,-0.08
11.317,0.01,-0.02,-0.09
11.341,-0.02,-0.01,-0.08
11.342,0.00,0.01,-0.08
11.342,-0.01,-0.01,-0.08
11.343,-0.01,-0.02,-0.08
11.344,0.03,-0.00,-0.07
11.344,-0.00,0.00,-0.06
11.349,0.00,-0.00,-0.06
11.352,-0.02,-0.01,-0.07
11.368,0.01,-0.02,-0.06
11.369,0.00,-0.01,-0.06
11.371,-0.01,-0.01,-0.06
11.372,-0.02,0.00,-0.08
11.407,-0.01,-0.00,-0.06
11.408,0.01,0.01,-0.06
11.409,0.01,0.00,-0.06
11.410,-0.00,-0.00,-0.05
11.410,0.00,-0.01,-0.05
11.411,0.01,-0.01,-0.04
11.412,-0.00,0.00,-0.04
11.412,-0.03,0.01,-0.04
11.413,-0.00,-0.01,-0.05
11.414,0.00,-0.01,-0.04
11.419,-0.02,-0.00,-0.05
11.441,0.00,-0.01,-0.04
11.442,0.00,-0.00,-0.04
11.442,0.01,-0.01,-0.04
11.443,-0.00,-0.02,-0.02
11.443,0.02,-0.01,-0.02
11.445,-0.01,-0.01,-0.03
11.450,0.02,-0.00,-0.04
11.454,0.02,0.00,-0.03
11.465,-0.00,0.01,-0.04
11.466,0.01,0.01,-0.03
11.467,0.00,0.00,-0.04
11.471,0.01,0.00,-0.04
11.501,-0.00,-0.00,-0.04
11.502,-0.01,-0.01,-0.03
11.503,-0.02,0.00,-0.03
11.504,-0.03,-0.01,-0.04
11.509,0.03,0.01,-0.03
11.509,0.01,0.01,-0.02
11.510,-0.01,0.00,-0.01
11.511,0.00,0.02,-0.02
11.512,-0.01,0.01,-0.02
11.546,0.01,-0.01,-0.02
11.547,0.01,0.02,-0.02
11.548,-0.00,0.02,-0.02
11.548,-0.00,0.02,-0.02
11.549,0.01,0.02,-0.02
11.550,-0.01,0.03,-0.01
11.551,0.01,0.01,-0.02
11.553,0.01,0.01,-0.01
11.555,0.02,0.01,-0.01
11.556,-0.00,0.03,-0.01
11.566,-0.01,0.02,-0.02
11.567,0.01,0.02,-0.02
11.569,0.01,0.02,-0.00
11.611,0.01,0.01,-0.00
11.612,0.02,0.01,-0.00
11.613,-0.01,0.01,-0.01
11.614,-0.00,0.01,0.00
11.615,0.01,0.00,-0.00
11.616,-0.01,0.01,0.00
11.616,0.02,-0.00,0.00
11.617,0.00,-0.02,0.01
11.618,0.00,-0.01,-0.01
11.618,0.00,-0.01,0.00
11.619,0.00,-0.00,0.01
11.622,0.02,-0.04,0.01
11.659,-0.01,-0.00,0.01
11.661,0.01,-0.02,-0.01
11.662,-0.01,-0.02,-0.00
11.662,0.01,-0.01,0.01
11.663,-0.01,-0.01,-0.01
11.663,0.02,-0.00,0.01
11.664,0.02,-0.00,0.00
11.665,-0.02,0.00,0.01
11.665,-0.01,0.01,-0.01
11.666,-0.02,0.03,0.01
11.671,-0.01,0.09,-0.01
11.682,-0.02,0.15,-0.01
11.683,-0.07,0.21,-0.04
11.684,-0.04,0.24,-0.04
11.689,-0.06,0.26,-0.08
11.723,-0.01,0.23,-0.09
11.724,-0.00,0.17,-0.10
11.725,0.03,0.04,-0.11
11.726,0.04,-0.07,-0.12
11.727,0.05,-0.22,-0.12
11.728,0.08,-0.35,-0.10
11.728,0.08,-0.40,-0.12
11.729,0.06,-0.42,-0.10
11.730,0.02,-0.41,-0.10
11.734,0.01,-0.35,-0.10
11.737,-0.05,-0.25,-0.10
11.768,-0.05,-0.13,-0.10
11.771,-0.09,-0.01,-0.09
11.773,-0.08,0.14,-0.08
11.774,-0.08,0.26,-0.08
11.775,-0.02,0.30,-0.08
11.776,-0.00,0.35,-0.08
11.776,0.01,0.32,-0.08
11.777,0.05,0.33,-0.06
11.777,0.06,0.26,-0.07
